player,position,team,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Homam Ahmed,DF,Qatar,1999,3,3,262,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,77.0,105.0,73.3,1196.0,182.0,45.0,52.0,86.5,24.0,31.0,77.4,5.0,10.0,50.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,81.0,23.0,1.0,0.0,2.0,5,22.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2,2.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,2,4.0,1.0,0.0,3.0,1.03,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,8,0,0.0,0.0,0,14.0,5.0,2.0,71.4,87.0,97.0,87.0,2,0,,0,0.0,1.0,6.0,-5.0,-1.72,9.53,1.3,3.3,-2.1,-0.72,-0.22,115.0,3.0,27.0,56.0,33.0,1.0,115.0,3.0,5.0,60.0,4.0,2.0,67.0,6.0
Hugo Lloris,GK,France,1986,6,6,570,6.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,110.0,182.0,60.4,3608.0,2916.0,19.0,19.0,100.0,45.0,47.0,95.7,46.0,115.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,108.0,73.0,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,1.0,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0,5.0,3.0,0.0,100.0,95.0,86.4,95.0,6,0,,1,2.67,16.0,7.0,9.0,1.42,2.42,13.0,9.6,3.4,0.57,0.34,203.0,175.0,202.0,1.0,0.0,0.0,203.0,0.0,0.0,,0.0,0.0,73.0,0.0
Hwang In-beom,MF,Korea Republic,1996,4,4,334,3.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08,6,1,16.7,1.62,0.27,0.0,0.0,27.1,0.0,0.04,-0.2,-0.2,194.0,247.0,78.5,3456.0,1020.0,89.0,106.0,84.0,76.0,89.0,85.4,22.0,41.0,53.7,0.2,-0.1,3.0,33.0,5.0,1.0,21.0,242.0,5.0,5.0,0.0,8.0,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3,0.0,3.0,1.0,3.0,6.0,50.0,3.0,1.0,0.0,1.0,3,7.0,2.0,0.0,6.0,1.62,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,3,0,0.0,0.0,0,22.0,2.0,5.0,28.6,84.0,92.8,84.0,3,0,,0,1.0,4.0,8.0,-4.0,-1.08,-4.54,4.4,6.8,-2.4,-0.66,-0.36,276.0,1.0,44.0,157.0,76.0,0.0,276.0,0.0,5.0,0.0,4.0,0.0,201.0,5.0
Héctor Moreno,DF,Mexico,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07,1,0,0.0,0.33,0.0,0.0,,5.8,0.0,0.18,-0.2,-0.2,165.0,195.0,84.6,2986.0,1087.0,68.0,76.0,89.5,80.0,92.0,87.0,16.0,25.0,64.0,0.0,0.0,1.0,20.0,0.0,0.0,13.0,179.0,16.0,15.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,1,3.0,4.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,1.0,0,14.0,5.0,8.0,38.5,90.0,100.0,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,3.3,2.4,0.9,0.3,,210.0,12.0,73.0,133.0,6.0,4.0,210.0,0.0,0.0,,2.0,1.0,150.0,0.0
Ibrahima Konaté,DF,France,1999,5,3,294,3.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,0.12,0.12,0.23,0.12,0.23,2,1,50.0,0.61,0.31,0.0,0.0,7.7,0.0,0.18,-0.4,-0.4,216.0,236.0,91.5,4342.0,1538.0,71.0,76.0,93.4,119.0,125.0,95.2,26.0,34.0,76.5,0.3,-0.4,2.0,22.0,1.0,0.0,15.0,226.0,10.0,9.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,6,11.0,4.0,0.0,5.0,5.0,100.0,0.0,5.0,2.0,3.0,7,22.0,16.0,0.0,4.0,1.26,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0,14.0,5.0,1.0,83.3,59.0,44.5,90.0,3,2,12.0,2,2.0,8.0,2.0,6.0,1.84,1.34,9.0,2.3,6.6,2.09,2.79,283.0,26.0,111.0,171.0,5.0,2.0,283.0,0.0,0.0,,3.0,2.0,205.0,1.0
Idrissa Gana Gueye,MF,Senegal,1989,3,3,270,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.11,0.03,0.14,0.11,0.14,4,1,25.0,1.33,0.33,0.0,0.0,19.6,0.0,0.08,-0.3,-0.3,107.0,133.0,80.5,1524.0,274.0,58.0,63.0,92.1,38.0,42.0,90.5,5.0,16.0,31.3,0.2,-0.1,1.0,7.0,0.0,0.0,4.0,113.0,17.0,4.0,0.0,0.0,15,2.0,7.0,4.0,2.0,0.0,3.0,2.0,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,5,7.0,3.0,0.0,7.0,2.33,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,0,4,1,0,0.0,0.0,0,15.0,2.0,3.0,40.0,90.0,75.0,90.0,3,0,,0,2.0,5.0,4.0,1.0,0.33,3.33,3.8,2.5,1.3,0.43,0.67,155.0,7.0,25.0,71.0,60.0,4.0,155.0,1.0,2.0,50.0,2.0,5.0,97.0,9.0
Ismail Jakobs,DF,Senegal,1999,4,3,278,3.1,0,1,0,0,0,1,0,0.0,0.32,0.32,0.0,0.32,0.0,0.0,0.3,0.3,0.0,0.1,0.11,0.0,0.11,1,0,0.0,0.32,0.0,0.0,,31.0,0.0,0.01,0.0,0.0,107.0,156.0,68.6,1695.0,708.0,54.0,63.0,85.7,46.0,62.0,74.2,6.0,26.0,23.1,0.5,0.7,5.0,8.0,4.0,3.0,6.0,115.0,41.0,7.0,0.0,0.0,18,29.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,4,4.0,14.0,0.0,6.0,1.94,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.32,0.0,1.0,0.0,0.0,0.0,0.0,0,3,6,0,0.0,0.0,0,9.0,8.0,3.0,72.7,70.0,77.2,83.0,1,1,29.0,0,1.5,4.0,6.0,-2.0,-0.65,-0.65,3.9,2.7,1.2,0.38,0.52,184.0,7.0,61.0,78.0,45.0,0.0,184.0,0.0,1.0,0.0,2.0,1.0,85.0,2.0
Ismaila Sarr,FW,Senegal,1998,4,4,344,3.8,1,0,0,1,1,0,0,0.26,0.0,0.26,0.0,0.0,1.7,0.9,0.4,1.3,0.43,0.11,0.55,0.23,0.34,10,1,10.0,2.62,0.26,0.0,0.0,16.5,0.0,0.09,-0.7,-0.9,52.0,81.0,64.2,659.0,205.0,32.0,36.0,88.9,11.0,25.0,44.0,4.0,6.0,66.7,0.5,-0.4,6.0,3.0,6.0,2.0,6.0,78.0,3.0,0.0,1.0,0.0,8,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2,1.0,2.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,2,6.0,1.0,0.0,15.0,3.94,8.0,0.0,4.0,1.0,1.0,1.0,1.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0,3,17,3,1.0,0.0,0,17.0,8.0,8.0,50.0,86.0,95.6,86.0,3,0,,0,1.5,4.0,6.0,-2.0,-0.52,-0.52,4.3,3.3,1.0,0.27,0.3,133.0,3.0,14.0,43.0,78.0,20.0,132.0,9.0,19.0,47.4,12.0,5.0,97.0,14.0
Issam Jebali,FW,Tunisia,1991,3,2,182,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.26,0.08,0.34,0.26,0.34,3,1,33.3,1.48,0.49,0.0,0.0,10.4,0.0,0.18,-0.5,-0.5,25.0,35.0,71.4,338.0,59.0,16.0,18.0,88.9,7.0,10.0,70.0,1.0,2.0,50.0,0.2,-0.2,2.0,0.0,1.0,1.0,0.0,30.0,4.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,3.0,3.0,0.0,5.0,2.47,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,2,1,0.0,0.0,0,8.0,2.0,15.0,11.8,61.0,67.4,76.0,0,1,31.0,0,1.33,0.0,1.0,-1.0,-0.49,-1.52,1.4,2.4,-1.0,-0.49,-1.0,60.0,3.0,9.0,27.0,27.0,10.0,60.0,1.0,2.0,50.0,8.0,7.0,40.0,10.0
Ivan Perišić,FW,Croatia,1989,7,7,669,7.4,1,3,1,0,0,0,0,0.13,0.4,0.54,0.13,0.54,0.9,0.9,0.9,1.8,0.13,0.12,0.25,0.13,0.25,16,4,25.0,2.15,0.54,0.06,0.25,20.0,1.0,0.06,0.1,0.1,202.0,292.0,69.2,3127.0,666.0,118.0,141.0,83.7,58.0,91.0,63.7,17.0,36.0,47.2,0.6,2.1,9.0,11.0,9.0,3.0,15.0,254.0,36.0,1.0,1.0,2.0,27,34.0,1.0,0.0,0.0,0.0,2.0,7.0,7.0,4,3.0,4.0,0.0,5.0,7.0,71.4,2.0,9.0,1.0,8.0,7,14.0,12.0,0.0,17.0,2.39,11.0,0.0,2.0,4.0,0.0,0.0,3.0,0.42,3.0,0.0,0.0,0.0,0.0,0.0,0,10,0,3,0.0,0.0,0,31.0,17.0,14.0,54.8,96.0,97.0,96.0,4,0,,0,1.43,7.0,7.0,0.0,0.0,-4.29,6.2,11.0,-4.8,-0.68,-2.07,378.0,13.0,69.0,140.0,175.0,34.0,378.0,6.0,13.0,46.2,18.0,5.0,242.0,33.0
Iñaki Williams,FW,Ghana,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.1,0.07,0.17,0.1,0.17,2,0,0.0,0.67,0.0,0.0,,20.1,0.0,0.15,-0.3,-0.3,29.0,42.0,69.0,355.0,65.0,18.0,24.0,75.0,7.0,9.0,77.8,1.0,1.0,100.0,0.0,-0.2,2.0,0.0,0.0,0.0,1.0,41.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2,0.0,1.0,3.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0,4.0,2.0,0.0,2.0,0.72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.36,0.0,0.0,0.0,1.0,0.0,0.0,0,4,3,1,0.0,0.0,0,9.0,1.0,3.0,25.0,90.0,100.0,90.0,3,0,,0,1.0,5.0,7.0,-2.0,-0.67,,3.5,5.4,-1.8,-0.66,-2.61,63.0,3.0,10.0,24.0,30.0,6.0,63.0,1.0,1.0,100.0,5.0,5.0,42.0,6.0
Jackson Irvine,MF,Australia,1993,4,4,354,3.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,0.13,0.01,0.14,0.13,0.14,3,0,0.0,0.76,0.0,0.0,,9.3,0.0,0.17,-0.5,-0.5,103.0,128.0,80.5,1569.0,426.0,56.0,63.0,88.9,42.0,48.0,87.5,2.0,5.0,40.0,0.1,0.0,1.0,2.0,3.0,0.0,11.0,121.0,7.0,2.0,0.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2,1.0,3.0,0.0,2.0,4.0,50.0,2.0,7.0,0.0,7.0,3,7.0,8.0,0.0,3.0,0.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2,0,0.0,0.0,0,11.0,9.0,7.0,56.3,89.0,98.3,89.0,3,0,,0,1.5,4.0,6.0,-2.0,-0.51,-0.51,2.3,6.9,-4.6,-1.17,3.76,170.0,9.0,39.0,98.0,33.0,3.0,170.0,0.0,2.0,0.0,5.0,6.0,97.0,4.0
Jakub Kamiński,MF,Poland,2002,4,2,233,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,0.5,0.14,0.09,0.23,0.1,0.19,4,1,25.0,1.55,0.39,0.0,0.0,10.1,0.0,0.07,-0.4,-0.3,37.0,61.0,60.7,487.0,167.0,24.0,32.0,75.0,11.0,21.0,52.4,0.0,0.0,,0.4,-0.2,2.0,1.0,2.0,2.0,1.0,59.0,2.0,0.0,0.0,0.0,4,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1,3.0,3.0,0.0,3.0,4.0,75.0,1.0,4.0,1.0,3.0,0,6.0,2.0,0.0,3.0,1.16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,0,0.0,0.0,0,17.0,0.0,5.0,0.0,58.0,64.7,80.0,1,2,37.0,0,1.0,1.0,3.0,-2.0,-0.77,-0.77,3.0,3.8,-0.8,-0.31,1.07,88.0,5.0,15.0,36.0,41.0,7.0,88.0,2.0,5.0,40.0,4.0,6.0,48.0,4.0
Jakub Kiwior,DF,Poland,2000,4,4,355,3.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,0,0.0,0.25,0.0,0.0,,10.5,0.0,0.03,0.0,0.0,174.0,205.0,84.9,3687.0,1249.0,54.0,56.0,96.4,92.0,98.0,93.9,26.0,48.0,54.2,0.0,0.0,0.0,10.0,0.0,0.0,3.0,193.0,12.0,5.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,2.0,2.0,4,6.0,15.0,2.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0,11.0,3.0,4.0,42.9,89.0,98.6,89.0,3,0,,0,1.0,2.0,4.0,-2.0,-0.51,-0.51,3.6,7.3,-3.7,-0.93,-21.53,236.0,31.0,140.0,93.0,3.0,2.0,236.0,0.0,0.0,,2.0,1.0,165.0,0.0
Jamal Musiala,MF,Germany,2003,3,3,258,2.9,0,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,1.9,1.9,0.9,2.8,0.67,0.3,0.97,0.67,0.97,12,3,25.0,4.19,1.05,0.0,0.0,14.5,0.0,0.16,-1.9,-1.9,85.0,105.0,81.0,1130.0,288.0,49.0,58.0,84.5,27.0,31.0,87.1,3.0,3.0,100.0,0.8,0.1,8.0,2.0,7.0,1.0,9.0,104.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1,0.0,0.0,1.0,1.0,2.0,50.0,1.0,3.0,1.0,2.0,1,2.0,0.0,0.0,22.0,7.67,15.0,0.0,4.0,2.0,1.0,0.0,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0,1,6,1,0.0,0.0,0,19.0,1.0,2.0,33.3,86.0,95.6,86.0,2,0,,0,1.33,6.0,4.0,2.0,0.7,8.2,9.5,3.3,6.2,2.17,-1.02,163.0,1.0,13.0,53.0,101.0,28.0,163.0,19.0,36.0,52.8,11.0,16.0,126.0,29.0
Jan Vertonghen,DF,Belgium,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,2,0,0.0,0.67,0.0,0.0,,10.4,0.0,0.08,-0.2,-0.2,238.0,269.0,88.5,4600.0,1560.0,67.0,72.0,93.1,158.0,167.0,94.6,13.0,25.0,52.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,263.0,6.0,5.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,5,5.0,12.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0.0,0.0,0,15.0,11.0,5.0,68.8,90.0,100.0,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,4.7,4.6,0.2,0.05,,290.0,36.0,169.0,116.0,5.0,4.0,290.0,0.0,0.0,,0.0,0.0,234.0,0.0
Jawad El Yamiq,DF,Morocco,1992,6,3,309,3.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,2,1,50.0,0.58,0.29,0.0,0.0,12.4,0.0,0.05,-0.1,-0.1,146.0,164.0,89.0,2260.0,940.0,79.0,87.0,90.8,61.0,64.0,95.3,6.0,12.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,158.0,6.0,4.0,0.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2,4.0,0.0,0.0,3.0,3.0,100.0,0.0,6.0,6.0,0.0,5,9.0,17.0,0.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4,0,0.0,0.0,0,20.0,6.0,1.0,85.7,52.0,46.8,82.0,2,3,21.0,1,1.67,3.0,4.0,-1.0,-0.29,-0.8,4.1,4.0,0.1,0.04,0.26,202.0,29.0,119.0,80.0,3.0,3.0,202.0,0.0,0.0,,2.0,0.0,121.0,0.0
Jean-Charles Castelletto,DF,Cameroon,1995,2,2,180,2.0,1,1,1,0,0,0,0,0.5,0.5,1.0,0.5,1.0,0.9,0.9,0.3,1.2,0.47,0.15,0.62,0.47,0.62,1,1,100.0,0.5,0.5,1.0,1.0,1.1,0.0,0.95,0.1,0.1,66.0,82.0,80.5,1208.0,459.0,34.0,38.0,89.5,23.0,28.0,82.1,9.0,16.0,56.3,0.2,0.7,1.0,6.0,1.0,0.0,6.0,77.0,5.0,5.0,1.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,6,9.0,12.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0,9.0,3.0,1.0,75.0,90.0,66.7,90.0,2,0,,0,0.5,3.0,4.0,-1.0,-0.5,-1.5,3.0,3.3,-0.4,-0.18,1.8,109.0,21.0,59.0,44.0,6.0,2.0,109.0,1.0,1.0,100.0,1.0,0.0,61.0,0.0
Jesper Lindstrøm,MF,Denmark,2000,3,2,200,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.14,0.0,0.14,0.14,0.14,3,1,33.3,1.35,0.45,0.0,0.0,16.2,0.0,0.1,-0.3,-0.3,36.0,52.0,69.2,427.0,99.0,26.0,34.0,76.5,8.0,11.0,72.7,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,49.0,2.0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,1,2.0,1.0,0.0,2.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0.0,0.0,0,8.0,1.0,1.0,50.0,67.0,74.1,87.0,1,1,26.0,0,0.33,1.0,2.0,-1.0,-0.45,0.84,2.3,2.3,0.0,0.02,1.58,81.0,2.0,8.0,25.0,50.0,7.0,81.0,4.0,12.0,33.3,8.0,1.0,57.0,11.0
Jesús Gallardo,DF,Mexico,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,1,0,0.0,0.33,0.0,0.0,,15.1,0.0,0.12,-0.1,-0.1,93.0,134.0,69.4,1518.0,416.0,52.0,64.0,81.3,34.0,45.0,75.6,6.0,17.0,35.3,0.1,0.0,1.0,9.0,2.0,1.0,4.0,109.0,22.0,4.0,0.0,0.0,9,18.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,5,5.0,4.0,0.0,3.0,8.0,37.5,5.0,5.0,1.0,4.0,1,10.0,10.0,0.0,7.0,2.33,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0,0.0,0.0,0,14.0,1.0,0.0,100.0,90.0,100.0,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,3.3,2.4,0.9,0.3,,167.0,7.0,55.0,76.0,37.0,3.0,167.0,3.0,4.0,75.0,5.0,0.0,76.0,8.0
Jhegson Méndez,MF,Ecuador,1997,2,2,180,2.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,128.0,140.0,91.4,2200.0,625.0,60.0,63.0,95.2,55.0,56.0,98.2,11.0,15.0,73.3,0.1,-0.1,2.0,6.0,0.0,0.0,6.0,135.0,4.0,4.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,1.0,1.0,0.0,1.0,1.0,100.0,0.0,4.0,0.0,4.0,1,3.0,1.0,0.0,3.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0,0.0,0.0,0,16.0,2.0,2.0,50.0,90.0,66.7,90.0,2,0,,0,2.0,3.0,1.0,2.0,1.0,2.0,2.9,0.4,2.4,1.22,2.48,150.0,2.0,63.0,83.0,5.0,1.0,150.0,0.0,1.0,0.0,2.0,1.0,114.0,1.0
Joachim Andersen,DF,Denmark,1996,3,3,270,3.0,0,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.1,0.1,0.2,0.3,0.03,0.08,0.11,0.03,0.11,4,1,25.0,1.33,0.33,0.0,0.0,18.1,0.0,0.02,-0.1,-0.1,198.0,250.0,79.2,4353.0,1456.0,50.0,65.0,76.9,115.0,125.0,92.0,29.0,51.0,56.9,0.1,0.8,1.0,30.0,1.0,0.0,16.0,246.0,3.0,3.0,0.0,8.0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0,4.0,12.0,0.0,5.0,1.67,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0,3,4,0,0.0,0.0,0,15.0,10.0,8.0,55.6,90.0,100.0,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,2.7,3.9,-1.2,-0.39,,281.0,20.0,99.0,165.0,17.0,4.0,281.0,0.0,1.0,0.0,1.0,1.0,197.0,0.0
Joakim Mæhle,DF,Denmark,1997,3,3,249,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03,2,0,0.0,0.72,0.0,0.0,,28.9,0.0,0.02,0.0,0.0,119.0,146.0,81.5,1631.0,428.0,76.0,82.0,92.7,35.0,41.0,85.4,4.0,12.0,33.3,0.1,0.0,1.0,6.0,3.0,0.0,7.0,120.0,26.0,1.0,0.0,0.0,4,25.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5,4.0,3.0,2.0,5.0,7.0,71.4,2.0,7.0,3.0,4.0,2,11.0,6.0,0.0,4.0,1.45,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4,0,0.0,0.0,0,10.0,1.0,9.0,10.0,83.0,92.2,83.0,2,0,,0,0.33,1.0,3.0,-2.0,-0.72,-0.72,2.5,3.8,-1.3,-0.49,-1.19,185.0,6.0,49.0,69.0,68.0,3.0,185.0,0.0,9.0,0.0,3.0,2.0,111.0,16.0
