player,TD,Z1D,Z2D,Z3D,Z4D,Z5D,HSR_count,sprint_count,max_speed,match_date,jersey_number,position,team_name,is_starting,substitute_time,total_playing_time,total_match_time
RYAN MATHEW,5936.0,3810.3,1863.9,194.1,67.7,0.0,22.0,5.0,25.3,2022-12-03,1.0,GK,Australia,True,90.0,90.0,90.0
DEGENEK MILOS,8171.5,2916.4,3359.3,1138.3,594.1,163.4,105.0,47.0,30.4,2022-12-03,2.0,DF,Australia,True,90.0,90.0,90.0
ROWLES KYE,10720.8,3216.3,5416.2,1369.1,484.6,234.8,122.0,39.0,31.8,2022-12-03,4.0,DF,Australia,True,90.0,90.0,90.0
LECKIE MATHEW,8594.5,2612.7,4058.3,1118.1,543.2,262.1,117.0,56.0,32.8,2022-12-03,7.0,FW,Australia,True,72.0,72.0,90.0
MOOY AARON,11999.9,3205.2,6587.9,1635.6,396.0,176.4,143.0,31.0,30.1,2022-12-03,13.0,MF,Australia,True,90.0,90.0,90.0
MCGREE RILEY,7447.0,1946.6,3780.1,1115.6,544.4,60.3,102.0,43.0,28.2,2022-12-03,14.0,MF,Australia,True,58.0,58.0,90.0
DUKE MITCHELL,8977.4,2924.8,3670.0,1379.8,796.3,206.5,128.0,58.0,30.1,2022-12-03,15.0,FW,Australia,True,72.0,72.0,90.0
BEHICH AZIZ,10520.9,3637.1,4872.2,1204.6,576.5,231.5,106.0,42.0,32.0,2022-12-03,16.0,DF,Australia,True,90.0,90.0,90.0
SOUTTAR HARRY,9861.2,3461.3,5011.5,948.6,358.0,82.8,86.0,30.0,29.7,2022-12-03,19.0,DF,Australia,True,90.0,90.0,90.0
IRVINE JACKSON,12977.7,3481.9,6038.5,2435.9,882.5,138.9,198.0,66.0,30.1,2022-12-03,22.0,MF,Australia,True,58.0,58.0,90.0
BACCUS KEANU,7933.5,1748.5,4525.3,1219.4,387.9,52.4,100.0,34.0,27.2,2022-12-03,26.0,MF,Australia,True,72.0,72.0,90.0
KARACIC FRAN,3007.6,1089.1,1178.4,385.6,276.4,78.5,37.0,23.0,30.8,2022-12-03,5.0,DF,Australia,False,72.0,18.0,90.0
MACLAREN JAMIE,3119.5,846.3,1443.4,549.0,221.8,59.0,46.0,18.0,28.1,2022-12-03,9.0,FW,Australia,False,72.0,18.0,90.0
HRUSTIC AJDIN,4677.7,1559.6,1816.8,810.7,405.6,85.1,73.0,28.0,31.3,2022-12-03,23.0,MF,Australia,False,58.0,32.0,90.0
WOL GARANG,2530.6,1017.0,1042.1,237.4,169.3,64.5,25.0,14.0,28.0,2022-12-03,0.0,0,0,0,0.0,0.0,0.0
GOODWIN CRAIG,4516.1,1571.2,1993.0,623.2,275.5,52.8,58.0,22.0,31.0,2022-12-03,17.0,FW,Australia,False,58.0,32.0,90.0
MARTINEZ EMILIANO,4247.5,3419.2,773.0,40.4,14.9,0.0,8.0,2.0,21.5,2022-12-03,23.0,GK,Argentina,True,0.0,90.0,90.0
DE PAUL RODRIGO,11710.7,3909.0,4876.3,1838.6,838.5,249.4,152.0,61.0,32.4,2022-12-03,7.0,MF,Argentina,True,0.0,90.0,90.0
ACUNA MARCOS,7820.6,2692.6,3624.8,880.6,436.4,186.1,88.0,34.0,29.5,2022-12-03,8.0,MF,Argentina,True,72.0,72.0,90.0
ALVAREZ JULIAN,8623.0,2852.5,3558.7,1164.1,631.2,416.5,103.0,50.0,32.4,2022-12-03,9.0,FW,Argentina,True,72.0,72.0,90.0
MESSI LIONEL,8599.0,4752.7,2393.1,858.2,513.4,81.7,83.0,33.0,28.8,2022-12-03,10.0,FW,Argentina,True,90.0,90.0,90.0
ROMERO CRISTIAN,9673.3,4344.3,4022.1,792.2,473.0,42.6,80.0,38.0,29.7,2022-12-03,13.0,DF,Argentina,True,90.0,90.0,90.0
GOMEZ ALEJANDRO,5212.6,2114.8,2105.4,669.8,288.3,33.9,65.0,26.0,28.0,2022-12-03,17.0,MF,Argentina,True,50.0,50.0,90.0
OTAMENDI NICOLAS,9656.4,3626.0,4460.3,1166.5,332.2,72.4,109.0,30.0,28.7,2022-12-03,19.0,DF,Argentina,True,90.0,90.0,90.0
MAC ALLISTER ALEXIS,9842.5,2894.7,4822.8,1488.2,436.0,199.8,124.0,39.0,30.1,2022-12-03,20.0,MF,Argentina,True,80.0,80.0,90.0
FERNANDEZ ENZO,11524.6,3236.1,6535.6,1230.8,466.7,55.3,114.0,38.0,29.7,2022-12-03,24.0,MF,Argentina,True,90.0,90.0,90.0
MOLINA NAHUEL,9126.7,3159.6,3679.9,1261.3,739.3,285.7,125.0,56.0,31.6,2022-12-03,26.0,DF,Argentina,True,80.0,80.0,90.0
TAGLIAFICO NICOLAS,2960.6,986.8,1214.4,463.0,259.6,37.0,42.0,19.0,29.0,2022-12-03,3.0,DF,Argentina,False,72.0,18.0,90.0
MONTIEL GONZALO,2050.7,794.8,706.5,279.9,129.8,139.4,23.0,13.0,29.4,2022-12-03,4.0,DF,Argentina,False,80.0,10.0,90.0
PALACIOS EXEQUIEL,2611.0,666.6,1052.7,582.0,221.9,87.7,39.0,18.0,30.6,2022-12-03,14.0,MF,Argentina,False,80.0,10.0,90.0
MARTINEZ LAUTARO,3012.9,987.0,1354.6,364.9,204.6,101.8,36.0,16.0,30.5,2022-12-03,22.0,FW,Argentina,False,72.0,18.0,90.0
MARTINEZ LISANDRO,4930.4,1874.5,2330.6,407.2,292.4,25.6,43.0,25.0,28.5,2022-12-03,25.0,DF,Argentina,False,50.0,40.0,90.0
LIVAKOVIC DOMINIK,3764.8,2790.5,809.1,107.3,58.0,0.0,14.0,5.0,24.6,2022-12-13,1.0,GK,Croatia,True,0.0,90.0,90.0
PERISIC IVAN,10442.3,4196.8,3631.8,1478.6,738.3,395.8,125.0,59.0,30.6,2022-12-13,4.0,DF,Croatia,True,0.0,90.0,90.0
LOVREN DEJAN,9722.7,3779.2,4173.0,1072.4,455.0,243.1,88.0,34.0,31.3,2022-12-13,6.0,DF,Croatia,True,32.0,32.0,90.0
KOVACIC MATEO,10749.8,3177.6,5097.6,1581.3,695.5,198.9,137.0,57.0,31.2,2022-12-13,8.0,MF,Croatia,True,0.0,90.0,90.0
KRAMARIC ANDREJ,9050.0,2625.4,4396.5,1323.1,554.8,151.1,123.0,48.0,30.7,2022-12-13,9.0,FW,Croatia,True,72.0,72.0,90.0
MODRIC LUKA,8469.1,3073.4,3322.4,1349.1,600.5,122.8,115.0,45.0,28.9,2022-12-13,10.0,MF,Croatia,True,81.0,81.0,90.0
BROZOVIC MARCELO,6920.0,1512.0,3525.7,1415.1,398.6,68.5,102.0,33.0,28.9,2022-12-13,11.0,MF,Croatia,True,50.0,50.0,90.0
PASALIC MARIO,5492.9,1802.8,2260.3,823.9,441.1,164.2,75.0,34.0,32.6,2022-12-13,15.0,DF,Croatia,True,46.0,46.0,90.0
SOSA BORNA,4828.2,1824.1,1982.9,654.2,232.2,135.2,61.0,22.0,33.7,2022-12-13,19.0,DF,Croatia,True,0.0,90.0,90.0
GVARDIOL JOSKO,10032.5,3923.7,3949.8,1203.9,733.4,221.7,98.0,52.0,33.1,2022-12-13,20.0,DF,Croatia,True,0.0,90.0,90.0
JURANOVIC JOSIP,9372.1,4089.1,3308.4,988.8,629.8,356.1,89.0,42.0,33.1,2022-12-13,22.0,DF,Croatia,True,0.0,90.0,90.0
MAJER LOVRO,2148.1,459.9,892.7,527.1,233.9,34.6,37.0,12.0,28.3,2022-12-13,7.0,MF,Croatia,False,81.0,9.0,90.0
VLASIC NIKOLA,5491.3,2007.1,1998.3,857.7,380.0,248.2,73.0,29.0,32.7,2022-12-13,13.0,MF,Croatia,False,46.0,44.0,90.0
LIVAJA MARKO,2742.9,914.2,1174.8,454.2,175.8,23.6,35.0,12.0,26.3,2022-12-13,14.0,FW,Croatia,False,72.0,18.0,90.0
PETKOVIC BRUNO,4139.6,1662.0,1867.4,510.0,100.2,0.0,44.0,8.0,25.3,2022-12-13,16.0,FW,Croatia,False,50.0,40.0,90.0
ORSIC MISIAV,5233.4,1700.9,2376.5,769.8,340.2,45.5,65.0,23.0,29.6,2022-12-13,0.0,0,0,0,0.0,0.0,0.0
MARTINEZ EMILIANO,4454.0,3417.5,812.8,178.6,30.3,14.3,19.0,3.0,30.9,2022-12-13,23.0,GK,Argentina,True,0.0,90.0,90.0
TAGLIAFICO NICOLAS,10361.7,3612.1,4452.4,1397.8,592.7,306.7,145.0,53.0,31.6,2022-12-13,3.0,DF,Argentina,True,0.0,90.0,90.0
PAREDES LEANDRO,7532.5,2283.1,3585.5,1291.1,281.0,91.9,119.0,27.0,30.2,2022-12-13,5.0,MF,Argentina,True,62.0,62.0,90.0
DE PAUL RODRIGO,8688.5,3001.0,3176.5,1212.9,832.4,466.6,113.0,61.0,33.4,2022-12-13,7.0,MF,Argentina,True,74.0,74.0,90.0
ALVAREZ JULIAN,8829.7,2919.1,3262.6,1298.0,799.1,551.9,122.0,66.0,32.5,2022-12-13,9.0,FW,Argentina,True,0.0,90.0,90.0
MESSI LIONEL,8247.8,4783.7,1986.9,855.3,523.7,98.1,78.0,33.0,28.9,2022-12-13,10.0,FW,Argentina,True,34.0,34.0,90.0
ROMERO CRISTIAN,9167.4,4098.7,3519.4,971.7,444.6,133.8,89.0,36.0,32.5,2022-12-13,13.0,DF,Argentina,True,68.0,68.0,90.0
OTAMENDI NICOLAS,9482.4,3241.1,4663.4,1044.0,495.0,38.9,97.0,37.0,27.6,2022-12-13,19.0,DF,Argentina,True,71.0,71.0,90.0
MAC ALLISTER ALEXIS,9607.3,3290.5,4313.7,1447.8,441.9,112.4,128.0,39.0,31.0,2022-12-13,20.0,MF,Argentina,True,86.0,86.0,90.0
FERNANDEZ ENZO,11335.2,3241.9,5489.6,1623.2,730.0,249.4,138.0,50.0,31.4,2022-12-13,24.0,MF,Argentina,True,0.0,90.0,90.0
MOLINA NAHUEL,9384.3,3272.3,3739.6,1488.3,574.3,309.7,120.0,46.0,34.9,2022-12-13,26.0,DF,Argentina,True,86.0,86.0,90.0
FOYTHJUAN,1198.3,350.4,465.1,150.5,151.8,80.4,16.0,10.0,30.1,2022-12-13,2.0,DF,Argentina,False,86.0,4.0,90.0
PALACIOS EXEQUIEL,2859.1,710.5,1162.2,576.1,374.0,36.0,45.0,25.0,28.2,2022-12-13,14.0,MF,Argentina,False,74.0,16.0,90.0
CORREA ANGEL,1248.0,286.8,534.5,268.6,134.7,23.6,22.0,9.0,28.7,2022-12-13,15.0,FW,Argentina,False,86.0,4.0,90.0
DYBALA PAULO,2792.4,777.7,1258.3,473.9,233.7,48.9,43.0,16.0,27.7,2022-12-13,21.0,FW,Argentina,False,74.0,16.0,90.0
MARTINEZ LISANDRO,3226.2,1369.2,1472.7,269.1,115.5,0.0,25.0,9.0,27.4,2022-12-13,25.0,DF,Argentina,False,62.0,28.0,90.0
LLORIS HUGO,6907.1,5321.2,1351.0,196.9,38.0,0.0,23.0,4.0,24.6,2022-12-18,1.0,GK,France,True,0.0,113.0,120.0
VARANE RAPHAEL,12398.2,5356.0,5115.5,1113.4,546.8,267.8,105.0,44.0,31.9,2022-12-18,4.0,DF,France,True,0.0,120.0,120.0
KOUNDEJULES,14077.7,5297.4,5640.9,1733.0,996.7,411.1,176.0,82.0,33.5,2022-12-18,5.0,DF,France,True,0.0,90.0,120.0
GRI EZMANN ANTOINE,8502.6,3152.8,3629.8,1215.9,450.6,54.4,101.0,33.0,31.4,2022-12-18,7.0,FW,France,True,0.0,71.0,120.0
TCHOUAMENI AURE LIEN,15604.3,5584.8,6260.5,2467.0,958.1,333.9,214.0,75.0,33.7,2022-12-18,8.0,MF,France,True,0.0,120.0,120.0
GI ROUD OLIVIER,4023.8,1741.5,1533.5,536.8,212.1,0.0,51.0,18.0,25.8,2022-12-18,9.0,FW,France,True,0.0,41.0,120.0
MBAPPE KYLIAN,11978.5,6270.8,3351.6,1233.8,781.0,341.4,120.0,65.0,33.3,2022-12-18,10.0,FW,France,True,0.0,120.0,120.0
DEMBELEOUSMANE,4090.4,1510.6,1437.4,758.0,295.3,88.8,59.0,25.0,34.8,2022-12-18,11.0,FW,France,True,0.0,41.0,120.0
RABIOT ADRIEN,11723.0,4799.4,4417.2,1675.2,744.4,86.8,150.0,46.0,29.4,2022-12-18,14.0,MF,France,True,0.0,96.0,120.0
UPAMECANO DAYOT,13816.7,5750.5,5780.9,1217.2,609.3,460.1,118.0,50.0,33.5,2022-12-18,18.0,DF,France,True,0.0,120.0,120.0
HERNANDEZ THEO,7652.0,2745.5,3072.3,1080.5,512.7,240.3,99.0,39.0,33.7,2022-12-18,22.0,DF,France,True,0.0,71.0,120.0
DISASI AXEL,436.6,177.3,114.4,67.7,56.1,21.2,9.0,4.0,28.1,2022-12-18,3.0,DF,France,False,120.0,0.0,120.0
KOLO MUANI RANDAL,10077.4,3839.5,4008.8,1303.0,646.0,280.2,130.0,54.0,34.4,2022-12-18,12.0,FW,France,False,96.0,24.0,120.0
FOFANA YOUSSOUF,2915.7,1250.8,1177.9,234.7,161.2,91.0,28.0,11.0,31.6,2022-12-18,13.0,MF,France,False,0.0,0.0,120.0
COMAN KINGSLEY,6748.0,2640.5,2454.9,948.1,523.0,180.8,83.0,41.0,32.2,2022-12-18,20.0,FW,France,False,71.0,49.0,120.0
KONATE1BRAHIMA,1060.1,491.6,333.6,118.3,68.9,47.7,13.0,7.0,30.9,2022-12-18,0.0,0,0,0,0.0,0.0,0.0
CAMAVI NGA EDUARDO,5901.9,2238.0,2348.4,809.7,371.8,133.4,66.0,35.0,32.6,2022-12-18,25.0,MF,France,False,0.0,0.0,120.0
THURAM MARCUS,10300.4,3842.1,4216.0,1421.5,661.3,159.7,116.0,45.0,29.6,2022-12-18,26.0,FW,France,False,87.0,33.0,120.0
MARTINEZ EMILIANO,6177.2,5216.1,804.3,99.5,57.4,0.0,15.0,5.0,23.9,2022-12-18,23.0,GK,Argentina,True,0.0,120.0,120.0
TAGLIAFICO NICOLAS,13267.3,5306.9,4984.5,1945.0,830.5,200.3,169.0,73.0,30.2,2022-12-18,3.0,DF,Argentina,True,0.0,120.0,120.0
DE PAUL RODRIGO,12309.6,4768.7,4598.9,1666.7,907.2,368.1,153.0,68.0,31.7,2022-12-18,7.0,MF,Argentina,True,0.0,102.0,120.0
ALVAREZ JULIAN,12793.8,4589.1,4974.2,1742.5,944.2,543.7,158.0,75.0,33.6,2022-12-18,9.0,FW,Argentina,True,0.0,103.0,120.0
MESSI LIONEL,12109.4,7127.6,2786.4,1305.4,749.6,140.5,116.0,60.0,28.7,2022-12-18,10.0,FW,Argentina,True,0.0,108.0,120.0
DL MARIA ANGEL,7348.1,3102.4,2590.2,921.5,473.2,260.9,86.0,44.0,32.2,2022-12-18,0.0,0,0,0,0.0,0.0,0.0
ROMERO CRISTIAN,11973.7,6152.1,4292.6,956.7,374.8,197.6,93.0,39.0,32.2,2022-12-18,13.0,DF,Argentina,True,0.0,90.0,120.0
OTAMENDI NICOLAS,12901.7,5223.9,5903.8,1207.6,403.8,162.6,119.0,37.0,28.9,2022-12-18,19.0,DF,Argentina,True,0.0,120.0,120.0
MAC ALLISTER ALEXIS,13599.7,5192.4,6064.1,1379.0,663.7,299.2,125.0,57.0,32.7,2022-12-18,20.0,MF,Argentina,True,0.0,116.0,120.0
FERNANDEZ ENZO,15055.1,4904.9,7060.8,2009.9,791.9,287.6,183.0,61.0,33.5,2022-12-18,24.0,MF,Argentina,True,0.0,120.0,120.0
MOLINA NAHUEL,10411.8,3895.1,4064.8,1505.6,754.9,192.6,131.0,58.0,30.7,2022-12-18,26.0,DF,Argentina,True,0.0,91.0,120.0
MONTI EL GONZALO,3777.0,1476.0,1370.3,438.1,254.2,238.3,38.0,20.0,33.5,2022-12-18,4.0,DF,Argentina,False,116.0,4.0,120.0
PAREDES LEANDRO,2378.8,913.0,995.0,292.1,156.3,22.4,29.0,8.0,27.3,2022-12-18,5.0,MF,Argentina,False,114.0,6.0,120.0
PEZZELLA GE RMAN,795.6,373.5,225.7,90.9,92.5,13.0,10.0,4.0,27.7,2022-12-18,6.0,DF,Argentina,False,116.0,4.0,120.0
ACUNA MARCOS,7109.6,2654.7,2804.0,1079.9,414.5,157.1,95.0,36.0,30.0,2022-12-18,8.0,MF,Argentina,False,90.0,30.0,120.0
DYBALA PAULO,705.1,270.1,201.2,191.2,42.5,0.0,12.0,2.0,24.4,2022-12-18,21.0,FW,Argentina,False,120.0,0.0,120.0
MARTINEZ LAUTARO,2328.6,813.9,979.4,297.6,181.9,55.9,27.0,19.0,28.3,2022-12-18,22.0,FW,Argentina,False,103.0,17.0,120.0
MARTINEZ EMILIANO,4434.8,3473.8,763.7,144.6,52.3,0.0,17.0,4.0,23.7,2022-12-18,23.0,GK,Argentina,True,0.0,120.0,120.0
MONTIEL GONZALO,7109.4,2450.6,2771.3,1017.4,523.3,346.2,94.0,46.0,32.5,2022-12-18,4.0,DF,Argentina,False,116.0,4.0,120.0
DE PAUL RODRIGO,10934.1,3655.3,4522.4,1459.7,794.9,501.9,136.0,66.0,33.2,2022-12-18,7.0,MF,Argentina,True,0.0,102.0,120.0
ACUNA MARCOS,9990.9,3888.4,4326.0,974.1,551.5,250.8,101.0,47.0,29.6,2022-12-18,8.0,MF,Argentina,False,90.0,30.0,120.0
MESSI LIONEL,8406.3,4998.4,1999.0,739.8,533.0,136.2,72.0,38.0,29.7,2022-12-18,10.0,FW,Argentina,True,0.0,108.0,120.0
DL MARIA ANGEL,7215.8,3028.5,2709.5,869.5,431.5,176.8,74.0,32.0,30.1,2022-12-18,0.0,0,0,0,0.0,0.0,0.0
RODRIGUEZ GUIDO,5895.7,2128.9,2934.9,659.7,172.2,0.0,62.0,13.0,26.9,2022-12-18,18.0,MF,Argentina,False,0.0,0.0,120.0
OTAMENDI NICOLAS,8967.1,3433.5,4194.8,812.4,354.2,172.2,83.0,33.0,30.8,2022-12-18,19.0,DF,Argentina,True,0.0,120.0,120.0
MAC ALLISTER ALEXIS,7603.7,2506.9,3674.1,1017.4,325.4,79.8,97.0,32.0,28.0,2022-12-18,20.0,MF,Argentina,True,0.0,116.0,120.0
MARTINEZ LAUTARO,6605.1,2507.9,3290.0,513.2,265.5,27.7,55.0,22.0,28.9,2022-12-18,22.0,FW,Argentina,False,103.0,17.0,120.0
MARTINEZ LISANDRO,9379.0,4324.7,3889.5,745.6,252.3,167.9,71.0,22.0,30.2,2022-12-18,25.0,DF,Argentina,False,0.0,0.0,120.0
ALVAREZ JULIAN,4025.0,1213.5,1758.9,605.0,266.5,181.1,51.0,20.0,30.0,2022-12-18,9.0,FW,Argentina,True,0.0,103.0,120.0
ROMERO CRISTIAN,2688.2,1264.5,1107.3,221.0,45.2,50.3,22.0,7.0,32.1,2022-12-18,13.0,DF,Argentina,True,0.0,90.0,120.0
PALACIOS EXEQUIEL,3456.2,1057.6,1510.7,426.5,303.5,157.9,44.0,24.0,30.2,2022-12-18,14.0,MF,Argentina,False,0.0,0.0,120.0
FERNANDEZ ENZO,4589.0,1308.3,2101.8,778.3,279.9,120.2,64.0,21.0,32.3,2022-12-18,24.0,MF,Argentina,True,0.0,120.0,120.0
MOLINA NAHUEL,3609.3,1353.9,1384.5,504.9,220.5,145.5,45.0,21.0,34.2,2022-12-18,26.0,DF,Argentina,True,0.0,91.0,120.0
ARAUJO NESTOR,9685.8,3689.3,4504.9,952.1,392.3,147.2,80.0,31.0,30.2,2022-11-26,2.0,DF,Mexico,True,22.0,22.0,90.0
MONTES CESAR,9361.7,3565.0,4333.5,1008.3,389.4,64.6,101.0,27.0,28.8,2022-11-26,3.0,DF,Mexico,True,90.0,90.0,90.0
VEGA ALEXIS,7286.1,2669.6,3001.1,767.2,624.4,223.0,79.0,47.0,30.3,2022-11-26,10.0,FW,Mexico,True,66.0,66.0,90.0
MORENO HECTOR,8635.9,3572.7,3995.0,771.2,253.0,44.9,69.0,18.0,27.3,2022-11-26,15.0,DF,Mexico,True,90.0,90.0,90.0
HERRERA HECTOR,10619.8,3437.6,5089.0,1572.8,429.0,91.3,140.0,39.0,29.5,2022-11-26,16.0,MF,Mexico,True,66.0,66.0,90.0
GUARDADO ANDRES,4135.7,1737.8,1614.6,501.2,268.8,12.8,42.0,19.0,28.5,2022-11-26,18.0,MF,Mexico,True,42.0,42.0,90.0
LOZANO HIRVING,7441.2,3320.2,2374.5,842.3,559.6,344.5,95.0,53.0,32.0,2022-11-26,22.0,FW,Mexico,True,73.0,73.0,90.0
GALLARDO JESUS,10231.0,4109.8,4155.8,1120.3,601.6,242.5,92.0,53.0,34.4,2022-11-26,23.0,DF,Mexico,True,90.0,90.0,90.0
CHAVEZ LUIS,11063.2,3521.4,4901.0,1904.0,661.6,75.2,162.0,46.0,29.9,2022-11-26,24.0,DF,Mexico,True,90.0,90.0,90.0
ALVAREZ KEVIN,7433.8,2632.3,3307.3,795.4,488.4,209.6,82.0,41.0,34.7,2022-11-26,26.0,DF,Mexico,True,66.0,66.0,90.0
JIMENEZ RAUL,2866.8,1197.5,1088.2,366.1,155.1,59.9,35.0,15.0,29.7,2022-11-26,9.0,FW,Mexico,False,66.0,24.0,90.0
GUTIERREZ ERICK,6630.9,2151.1,2958.7,1125.9,342.2,53.0,91.0,27.0,27.7,2022-11-26,14.0,MF,Mexico,False,50.0,40.0,90.0
ANTUNA URIEL,3313.8,1259.6,1274.1,391.7,198.5,190.2,39.0,18.0,34.7,2022-11-26,21.0,FW,Mexico,False,89.0,1.0,90.0
ALVARADO ROBERTO,2859.6,756.7,1248.2,481.6,292.8,80.4,42.0,22.0,28.6,2022-11-26,25.0,FW,Mexico,False,73.0,17.0,90.0
MOHAMMED ALOWAIS,5126.0,3838.3,1067.7,138.4,81.0,0.0,15.0,9.0,24.7,2022-11-26,21.0,GK,Saudi Arabia,True,0.0,90.0,90.0
ALI ALBULAYHI,10015.8,4196.6,4052.4,912.4,545.9,309.5,92.0,52.0,32.7,2022-11-26,5.0,DF,Saudi Arabia,True,0.0,90.0,90.0
SALMAN ALFARAJ,4533.1,1629.2,2076.6,539.9,234.8,52.6,52.0,20.0,28.3,2022-11-26,16.0,MF,Saudi Arabia,False,0.0,0.0,90.0
ABDULELAH ALMALKI,11368.5,3755.0,5261.3,1656.4,558.2,137.6,157.0,48.0,28.3,2022-11-26,8.0,MF,Saudi Arabia,True,85.0,85.0,90.0
FERAS ALBRIKAN,8999.0,3637.4,3479.9,919.7,573.2,389.7,98.0,62.0,33.4,2022-11-26,9.0,FW,Saudi Arabia,True,0.0,90.0,90.0
SALEM ALDAWSARI,10674.6,4431.0,3673.1,1488.0,886.0,195.3,132.0,74.0,32.1,2022-11-26,10.0,FW,Saudi Arabia,True,86.0,86.0,90.0
SALEH ALSHEHRI,8497.1,3009.7,3872.1,1147.1,423.2,45.9,101.0,33.0,29.6,2022-11-26,11.0,FW,Saudi Arabia,True,86.0,86.0,90.0
SAUD ABDULHAMID,10565.0,4002.0,4136.2,1101.9,807.2,516.6,110.0,73.0,32.8,2022-11-26,12.0,DF,Saudi Arabia,True,0.0,90.0,90.0
YASSER ALSHAHRANI,9849.4,3801.9,3634.4,1279.4,769.2,365.4,120.0,67.0,32.7,2022-11-26,0.0,0,0,0,0.0,0.0,0.0
HASSAN ALTAMBAKTI,9982.6,3998.0,3957.1,1090.1,609.9,326.4,97.0,50.0,33.1,2022-11-26,17.0,MF,Saudi Arabia,False,0.0,0.0,90.0
MOHAMED KANNO,10790.9,4405.9,3987.2,1628.3,461.8,307.5,137.0,44.0,32.5,2022-11-26,23.0,MF,Saudi Arabia,True,0.0,90.0,90.0
SULTAN ALGHANNAM,2552.1,742.9,1154.1,370.8,205.2,78.9,34.0,17.0,32.5,2022-11-26,3.0,DF,Saudi Arabia,False,0.0,0.0,90.0
ABDULELAH ALAMRI,1313.6,649.4,430.6,164.3,53.9,15.2,17.0,5.0,27.6,2022-11-26,4.0,DF,Saudi Arabia,True,45.0,45.0,90.0
MOHAMMED ALBURAYK,703.6,189.2,281.4,107.2,94.6,31.2,10.0,9.0,29.3,2022-11-26,6.0,DF,Saudi Arabia,True,0.0,90.0,90.0
NAWAF ALABID,5588.1,1437.8,2623.6,1009.2,468.3,48.6,92.0,35.0,27.5,2022-11-26,0.0,0,0,0,0.0,0.0,0.0
HAITHAM ASIRI,1651.6,540.6,617.9,260.3,96.1,136.6,24.0,11.0,32.0,2022-11-26,24.0,MF,Saudi Arabia,False,0.0,0.0,90.0
MARTINEZ EMILIANO,4547.2,3641.4,738.0,158.2,9.1,0.0,15.0,1.0,21.7,2022-11-22,23.0,GK,Argentina,True,0.0,90.0,90.0
TAGLIAFICO NICOLAS,7010.9,2874.5,2634.0,875.0,399.6,227.9,87.0,35.0,32.1,2022-11-22,3.0,DF,Argentina,True,71.0,71.0,90.0
PAREDES LEANDRO,6167.9,2420.9,2625.1,766.7,305.9,50.0,73.0,21.0,28.2,2022-11-22,5.0,MF,Argentina,True,59.0,59.0,90.0
DE PAUL RODRIGO,10645.8,3851.7,4355.2,1485.1,737.8,215.0,133.0,51.0,29.9,2022-11-22,7.0,MF,Argentina,True,90.0,90.0,90.0
MESSI LIONEL,7829.0,4624.6,1943.2,844.0,337.4,79.9,72.0,28.0,31.4,2022-11-22,10.0,FW,Argentina,True,90.0,90.0,90.0
DL MARIA ANGEL,9249.8,4238.3,2953.5,1126.6,727.0,205.3,100.0,60.0,32.5,2022-11-22,0.0,0,0,0,0.0,0.0,0.0
ROMERO CRISTIAN,5207.2,2622.8,1777.2,577.0,130.2,100.0,52.0,15.0,30.2,2022-11-22,13.0,DF,Argentina,True,59.0,59.0,90.0
GOMEZ ALEJANDRO,5963.2,2546.3,2094.3,867.6,306.5,148.5,85.0,31.0,30.0,2022-11-22,17.0,MF,Argentina,True,59.0,59.0,90.0
OTAMENDI NICOLAS,9435.0,3531.5,4328.8,1080.3,392.5,101.9,103.0,36.0,30.4,2022-11-22,19.0,DF,Argentina,True,90.0,90.0,90.0
MARTINEZ LAUTARO,10002.8,3861.1,4376.2,974.3,569.2,222.1,94.0,47.0,31.4,2022-11-22,22.0,FW,Argentina,True,90.0,90.0,90.0
MOLINA NAHUEL,9690.0,4015.5,3399.3,1330.4,570.7,374.0,121.0,50.0,33.9,2022-11-22,26.0,DF,Argentina,True,90.0,90.0,90.0
ACUNA MARCOS,3237.3,1219.8,1301.7,475.6,170.9,69.0,39.0,16.0,31.9,2022-11-22,8.0,MF,Argentina,False,71.0,19.0,90.0
ALVAREZ JULIAN,4464.2,1595.5,1794.1,504.0,312.0,258.5,51.0,29.0,31.6,2022-11-22,9.0,FW,Argentina,False,59.0,31.0,90.0
FERNANDEZ ENZO,4752.5,1495.1,2132.4,832.6,239.0,53.2,69.0,18.0,31.4,2022-11-22,24.0,MF,Argentina,False,59.0,31.0,90.0
MARTINEZ LISANDRO,4129.7,1723.7,1701.8,517.4,147.0,39.6,48.0,13.0,28.5,2022-11-22,25.0,DF,Argentina,False,59.0,31.0,90.0
BORJAN MILAN,4119.7,3183.7,800.0,121.9,14.0,0.0,18.0,1.0,22.8,2022-11-23,18.0,GK,Canada,True,0.0,90.0,90.0
JOHNSTON ALISTAIR,11557.3,3731.8,4698.0,1756.7,777.8,592.9,160.0,62.0,33.5,2022-11-23,2.0,DF,Canada,True,83.0,83.0,90.0
MILLER KAMAL,10017.3,3784.5,4337.5,1131.0,619.1,144.2,107.0,39.0,31.2,2022-11-23,4.0,DF,Canada,True,90.0,90.0,90.0
VITORIA STEVEN,9989.4,3309.5,4646.1,1329.6,603.4,100.9,121.0,40.0,28.7,2022-11-23,5.0,DF,Canada,True,90.0,90.0,90.0
