player,TD,Z1D,Z2D,Z3D,Z4D,Z5D,HSR_count,sprint_count,max_speed,match_date,jersey_number,position,team_name,is_starting,substitute_time,total_playing_time,total_match_time
FRANKOWSKI PRZEMYSLAW,3237.0,1033.9,1300.0,483.6,295.5,124.0,43.0,23.0,30.6,2022-11-22,24.0,FW,Poland,False,72.0,18.0,90.0
OCHOA GUILLERMO,4021.6,3187.1,751.2,72.8,10.5,0.0,7.0,1.0,21.4,2022-11-22,13.0,GK,Mexico,True,0.0,90.0,90.0
MONTES CESAR,9725.4,3822.1,4380.3,1116.5,298.6,108.9,94.0,23.0,29.5,2022-11-22,3.0,DF,Mexico,True,0.0,90.0,90.0
ALVAREZ EDSON,10732.0,3610.3,5260.8,1218.1,525.9,117.0,114.0,40.0,32.1,2022-11-22,4.0,DF,Mexico,True,0.0,90.0,90.0
VEGA ALEXIS,8189.0,3711.3,2800.6,949.9,511.8,215.4,82.0,37.0,32.3,2022-11-22,10.0,FW,Mexico,True,84.0,84.0,90.0
MORENO HECTOR,9102.8,3827.7,4105.3,838.4,253.1,78.3,71.0,19.0,29.4,2022-11-22,15.0,DF,Mexico,True,56.0,56.0,90.0
HERRERA HECTOR,7867.8,2782.0,3597.1,974.0,401.3,114.1,89.0,23.0,31.9,2022-11-22,16.0,MF,Mexico,True,71.0,71.0,90.0
SANCHEZ JORGE,10435.2,3949.7,4568.5,1018.5,610.5,288.0,88.0,46.0,33.7,2022-11-22,19.0,DF,Mexico,True,29.0,29.0,90.0
MARTIN HENRY,7868.8,2765.1,3385.2,886.8,640.5,190.4,92.0,51.0,31.4,2022-11-22,20.0,FW,Mexico,True,71.0,71.0,90.0
LOZANO HIRVING,9165.2,4504.7,2613.0,1017.3,653.5,376.7,104.0,59.0,32.5,2022-11-22,22.0,FW,Mexico,True,0.0,90.0,90.0
GALLARDO JESUS,10511.6,4225.7,4267.7,1097.4,472.0,448.8,105.0,45.0,34.6,2022-11-22,23.0,DF,Mexico,True,0.0,90.0,90.0
CHAVEZ LUIS,10844.9,3746.9,4826.0,1445.6,600.8,225.6,113.0,44.0,32.2,2022-11-22,24.0,MF,Mexico,True,0.0,90.0,90.0
RODRIGUEZ CARLOS,3443.0,894.5,1468.8,696.2,298.2,85.4,57.0,21.0,29.4,2022-11-22,17.0,MF,Mexico,False,71.0,19.0,90.0
JIMENEZ RAUL,2907.9,1008.2,1148.3,481.8,230.0,39.5,37.0,13.0,28.6,2022-11-22,9.0,FW,Mexico,False,71.0,19.0,90.0
ANTUNA URIEL,1653.8,536.8,588.9,224.7,152.6,150.7,21.0,12.0,32.3,2022-11-22,0.0,0,0,0,0.0,0.0,0.0
LIVAKOVIC DOMINIK,3602.5,2956.2,551.5,89.3,5.4,0.0,11.0,1.0,21.5,2022-11-23,1.0,GK,Croatia,True,0.0,90.0,90.0
PERISIC IVAN,9074.6,3933.9,2843.1,1385.7,597.1,315.8,126.0,49.0,33.1,2022-11-23,4.0,DF,Croatia,True,0.0,90.0,90.0
LOVREN DEJAN,9170.3,3882.7,3995.5,740.0,392.5,159.6,81.0,36.0,32.7,2022-11-23,6.0,DF,Croatia,True,0.0,90.0,90.0
KOVACIC MATEO,8936.2,2934.6,4393.0,1190.3,302.9,115.3,100.0,27.0,29.3,2022-11-23,8.0,MF,Croatia,True,79.0,79.0,90.0
KRAMARIC ANDREJ,8514.4,2566.2,4053.7,1133.3,562.8,198.4,92.0,48.0,32.9,2022-11-23,9.0,FW,Croatia,True,71.0,71.0,90.0
KRAMARIC ANDREJ,8514.4,2566.2,4053.7,1133.3,562.8,198.4,92.0,48.0,32.9,2022-11-23,9.0,FW,Croatia,False,71.0,19.0,90.0
MODRIC LUKA,9621.3,3738.8,3926.4,1301.8,544.6,109.7,120.0,44.0,29.9,2022-11-23,10.0,MF,Croatia,True,0.0,90.0,90.0
BROZOVIC MARCELO,12440.5,2847.6,6618.3,2234.3,618.3,121.9,178.0,45.0,31.5,2022-11-23,11.0,MF,Croatia,True,0.0,90.0,90.0
VLASIC NIKOLA,5284.8,1889.9,2062.7,655.3,513.2,163.3,70.0,36.0,31.8,2022-11-23,13.0,FW,Croatia,True,46.0,46.0,90.0
SOSA BORNA,9078.7,3685.0,3885.7,943.3,383.1,181.6,92.0,33.0,33.8,2022-11-23,19.0,DF,Croatia,True,0.0,90.0,90.0
GVARDIOL JOSKO,9625.9,3751.2,4337.4,957.8,436.1,144.4,90.0,40.0,32.9,2022-11-23,20.0,DF,Croatia,True,0.0,90.0,90.0
JURANOVIC JOSIP,9276.2,3830.2,3751.3,917.4,630.8,146.6,87.0,45.0,31.7,2022-11-23,22.0,DF,Croatia,True,0.0,90.0,90.0
MAJER LOVRO,2439.6,578.9,998.8,585.3,215.7,61.0,42.0,11.0,28.7,2022-11-23,7.0,MF,Croatia,False,79.0,11.0,90.0
LIVAJA MARKO,2829.9,961.0,1299.5,341.3,169.5,58.9,29.0,13.0,30.0,2022-11-23,16.0,FW,Croatia,False,71.0,19.0,90.0
PASALIC MARIO,5396.3,1802.4,2275.1,694.0,473.8,151.1,65.0,37.0,32.0,2022-11-23,15.0,MF,Croatia,False,46.0,44.0,90.0
ORSIC MISIAV,822.3,235.1,382.8,135.7,68.7,0.0,13.0,5.0,25.1,2022-11-23,0.0,0,0,0,0.0,0.0,0.0
BOUNOU YASSINE,5117.8,3903.4,1074.2,89.6,50.7,0.0,11.0,6.0,22.5,2022-11-23,1.0,GK,Morocco,True,0.0,90.0,90.0
HAKIMI ACHRAF,9307.8,3531.4,3887.9,1102.0,463.5,323.9,98.0,46.0,35.3,2022-11-23,2.0,DF,Morocco,True,0.0,90.0,90.0
MAZRAOUI NOUSSAIR,6142.1,2151.0,3099.3,459.4,254.9,177.5,48.0,21.0,32.2,2022-11-23,3.0,DF,Morocco,True,60.0,60.0,90.0
AMRABAT SOFYAN,10975.8,3091.9,5680.0,1533.3,627.8,43.9,149.0,55.0,28.5,2022-11-23,4.0,MF,Morocco,True,78.0,78.0,90.0
AGUERD NAYEF,9529.1,3915.5,3911.7,1081.6,427.9,192.5,108.0,39.0,34.9,2022-11-23,6.0,DF,Morocco,True,0.0,90.0,90.0
SAISS ROMAIN,9148.2,3687.7,4023.4,897.4,370.5,169.2,85.0,35.0,31.0,2022-11-23,5.0,DF,Morocco,True,0.0,90.0,90.0
ZIYECH HAKIM,9886.1,3813.1,3369.2,1735.0,788.9,179.9,144.0,62.0,28.5,2022-11-23,7.0,MF,Morocco,True,0.0,90.0,90.0
OUNAHI AZZEDINE,9812.4,2674.9,4797.3,1673.0,513.2,155.0,136.0,47.0,32.6,2022-11-23,8.0,MF,Morocco,True,82.0,82.0,90.0
AMALLAH SELIM,10996.7,3175.8,5397.2,1570.3,702.7,150.7,138.0,52.0,32.2,2022-11-23,15.0,MF,Morocco,True,0.0,90.0,90.0
BOUFAL SOFIANE,7175.6,2440.4,3038.1,1067.0,505.9,123.4,88.0,40.0,30.9,2022-11-23,17.0,MF,Morocco,True,65.0,65.0,90.0
EN-NESYRI YOUSSEF,9167.8,2758.6,3988.0,1236.7,866.4,318.1,120.0,70.0,33.2,2022-11-23,19.0,FW,Morocco,True,81.0,81.0,90.0
HAMDALLAH ABDERRAZAK,1868.2,426.9,1043.2,232.0,104.1,62.0,23.0,12.0,30.5,2022-11-23,9.0,FW,Morocco,False,81.0,9.0,90.0
SABIRI ABDELHAMID,1987.7,493.3,989.9,314.8,152.1,37.6,31.0,11.0,27.9,2022-11-23,13.0,MF,Morocco,False,82.0,8.0,90.0
EZZALZOULI ABDE,3133.3,1094.8,1343.9,225.0,266.3,203.3,26.0,23.0,32.7,2022-11-23,16.0,MF,Morocco,False,65.0,25.0,90.0
ATTIAT-ALLAH YAHYA,3795.1,1245.2,1427.0,590.9,354.1,177.6,53.0,24.0,34.7,2022-11-23,25.0,DF,Morocco,False,60.0,30.0,90.0
SIMON UNAI,6056.6,4884.7,1055.7,93.9,22.4,0.0,12.0,2.0,23.4,2022-12-06,23.0,GK,Spain,True,0.0,120.0,120.0
BUSQUETS SERGIO,14451.5,5076.8,7497.5,1349.8,497.1,30.3,128.0,34.0,28.0,2022-12-06,5.0,MF,Spain,True,0.0,120.0,120.0
LLORENTE MARCOS,12581.7,5017.6,5079.2,1249.4,811.5,424.0,120.0,66.0,34.5,2022-12-06,6.0,DF,Spain,True,0.0,120.0,120.0
GAVI,7618.6,2493.6,3545.0,949.3,509.7,121.9,86.0,46.0,30.0,2022-12-06,9.0,MF,Spain,True,63.0,63.0,120.0
ASENSIO MARCO,7203.2,2839.5,2965.6,831.3,383.2,183.7,71.0,35.0,30.5,2022-12-06,10.0,FW,Spain,True,63.0,63.0,120.0
TORRES FERRAN,7871.0,3209.8,2555.7,1126.3,683.2,296.0,101.0,56.0,32.5,2022-12-06,11.0,FW,Spain,True,75.0,75.0,120.0
RODRI,13306.7,5459.7,5261.5,1591.5,727.9,267.5,152.0,56.0,32.0,2022-12-06,16.0,MF,Spain,True,0.0,120.0,120.0
ALBA JORDI,10452.7,4185.3,4383.9,868.6,819.5,194.4,86.0,56.0,31.1,2022-12-06,18.0,DF,Spain,True,98.0,98.0,120.0
OLMO DANI,9725.8,3647.2,3732.8,1488.0,680.8,177.0,138.0,57.0,30.4,2022-12-06,21.0,FW,Spain,True,98.0,98.0,120.0
LAPORTE AYMERIC,12406.6,5249.2,5254.2,1276.6,308.9,318.8,123.0,37.0,33.6,2022-12-06,24.0,DF,Spain,True,0.0,120.0,120.0
PEDRI,14371.3,5057.3,6692.7,1728.9,761.7,129.3,152.0,50.0,30.0,2022-12-06,26.0,MF,Spain,True,0.0,120.0,120.0
MORATA ALVARO,7333.2,2799.8,3409.9,687.9,301.4,134.2,59.0,26.0,32.0,2022-12-06,8.0,FW,Spain,False,63.0,57.0,120.0
WILLIAMS NICO,4764.4,1928.1,1682.3,504.5,389.7,259.7,47.0,35.0,35.5,2022-12-06,12.0,DF,Spain,False,75.0,45.0,120.0
BALDE ALEJANDRO,3148.3,986.7,1186.3,486.7,290.0,198.3,47.0,21.0,34.3,2022-12-06,0.0,0,0,0,0.0,0.0,0.0
SOLER CARLOS,7463.5,2595.1,3510.1,841.1,382.1,135.1,75.0,32.0,32.2,2022-12-06,19.0,MF,Spain,False,63.0,57.0,120.0
SARABIA PABLO,606.4,180.5,250.0,109.2,66.7,0.0,11.0,6.0,23.9,2022-12-06,0.0,0,0,0,0.0,0.0,0.0
FATI ANSU,3281.5,1133.8,1343.1,407.2,254.6,142.7,42.0,21.0,32.3,2022-12-06,25.0,FW,Spain,False,0.0,0.0,120.0
BOUNOU YASSINE,6973.0,5706.7,1205.6,55.1,5.6,0.0,9.0,1.0,21.3,2022-12-06,1.0,GK,Morocco,True,0.0,120.0,120.0
HAKIMI ACHRAF,13091.4,5219.6,5666.0,1252.9,612.7,340.4,129.0,52.0,34.2,2022-12-06,2.0,DF,Morocco,True,0.0,120.0,120.0
MAZRAOUI NOUSSAIR,8304.7,3187.3,3974.6,612.9,372.1,157.0,61.0,30.0,32.0,2022-12-06,3.0,DF,Morocco,True,82.0,82.0,120.0
AMRABAT SOFYAN,14664.7,4930.3,7380.7,1432.7,699.5,220.0,123.0,55.0,31.9,2022-12-06,4.0,MF,Morocco,True,0.0,120.0,120.0
AGUERD NAYEF,9012.7,2966.1,4831.7,794.9,292.9,127.1,80.0,30.0,33.1,2022-12-06,6.0,DF,Morocco,True,84.0,84.0,120.0
SAISS ROMAIN,13759.3,5157.0,6418.7,1455.7,520.1,209.1,125.0,45.0,30.5,2022-12-06,5.0,DF,Morocco,True,90.0,90.0,120.0
ZIYECH HAKIM,13023.1,5597.3,4568.5,1592.7,1027.5,237.0,152.0,80.0,31.4,2022-12-06,7.0,MF,Morocco,True,0.0,120.0,120.0
OUNAHI AZZEDINE,14715.0,4745.6,7017.6,1870.3,815.2,264.9,173.0,66.0,30.6,2022-12-06,8.0,MF,Morocco,True,0.0,120.0,120.0
AMALLAH SELIM,9629.9,2786.9,4879.5,1137.3,652.9,174.3,121.0,49.0,30.6,2022-12-06,15.0,MF,Morocco,True,82.0,82.0,120.0
BOUFAL SOFIANE,6337.6,2605.4,2500.2,726.9,452.5,52.0,79.0,33.0,28.5,2022-12-06,17.0,MF,Morocco,True,66.0,66.0,120.0
EN-NESYRI YOUSSEF,9515.3,2640.5,4987.9,1224.6,516.7,145.6,123.0,36.0,33.6,2022-12-06,19.0,FW,Morocco,True,82.0,82.0,120.0
SABIRI ABDELHAMID,5224.0,1808.0,2340.4,728.2,276.9,71.0,66.0,22.0,30.0,2022-12-06,13.0,MF,Morocco,False,82.0,38.0,120.0
EZZALZOULI ABDE,7154.5,2474.0,2978.4,995.2,389.2,316.9,91.0,34.0,32.4,2022-12-06,0.0,0,0,0,0.0,0.0,0.0
EL YAMIQ JAWAD,4935.0,2273.0,1856.5,537.4,169.8,97.7,47.0,15.0,34.0,2022-12-06,0.0,0,0,0,0.0,0.0,0.0
CHEDDIRA WALID,5669.6,1757.6,2454.4,906.6,326.6,224.5,85.0,32.0,32.2,2022-12-06,21.0,FW,Morocco,False,82.0,38.0,120.0
BENOUN BADR,584.6,272.7,162.3,62.8,33.4,53.5,6.0,3.0,29.8,2022-12-06,24.0,DF,Morocco,False,120.0,0.0,120.0
ATTIAT-ALLAH YAHYA,5191.3,1944.7,2027.7,714.8,334.8,169.2,63.0,31.0,32.4,2022-12-06,25.0,DF,Morocco,False,0.0,0.0,120.0
MARTINEZ EMILIANO,6322.7,5218.1,928.2,151.7,14.5,9.5,20.0,3.0,26.7,2022-12-09,23.0,GK,Argentina,True,0.0,120.0,120.0
DE PAUL RODRIGO,8269.9,2602.5,3699.9,1322.4,563.2,82.7,106.0,43.0,29.6,2022-12-09,7.0,DF,Argentina,True,66.0,66.0,120.0
ACUNA MARCOS,8270.6,3163.5,3417.4,1014.8,511.9,162.9,86.0,38.0,31.6,2022-12-09,8.0,MF,Argentina,True,78.0,78.0,120.0
ALVAREZ JULIAN,9195.4,3342.5,3481.4,1247.8,840.5,284.1,124.0,67.0,32.1,2022-12-09,9.0,FW,Argentina,True,82.0,82.0,120.0
MESSI LIONEL,11760.5,6716.4,3203.6,1050.2,696.2,94.1,107.0,49.0,29.1,2022-12-09,10.0,FW,Argentina,True,90.0,90.0,120.0
ROMERO CRISTIAN,8275.4,3368.1,3621.3,960.8,236.7,88.5,90.0,23.0,29.6,2022-12-09,13.0,DF,Argentina,True,90.0,90.0,120.0
OTAMENDI NICOLAS,13261.6,4880.3,6226.3,1446.8,518.5,189.6,128.0,48.0,31.3,2022-12-09,19.0,DF,Argentina,True,90.0,90.0,120.0
MAC ALLISTER ALEXIS,14554.6,5104.3,6607.8,1676.7,825.2,340.6,153.0,69.0,30.9,2022-12-09,20.0,MF,Argentina,True,90.0,90.0,120.0
FERNANDEZ ENZO,15422.1,4898.1,7468.9,2051.1,715.6,289.9,177.0,63.0,32.5,2022-12-09,24.0,MF,Argentina,True,90.0,90.0,120.0
MARTINEZ LISANDRO,12265.7,4775.0,5443.5,1322.2,597.3,127.6,112.0,52.0,31.1,2022-12-09,26.0,FW,Argentina,True,112.0,112.0,120.0
MOLINA NAHUEL,12317.5,4603.1,4540.2,1758.9,867.2,546.9,155.0,77.0,33.4,2022-12-09,25.0,DF,Argentina,True,106.0,106.0,120.0
TAGLIAFICO NICOLAS,5930.5,2181.8,2124.3,832.6,585.9,205.8,74.0,39.0,31.3,2022-12-09,3.0,DF,Argentina,False,109.0,11.0,120.0
MONTI EL GONZALO,2250.3,823.1,834.4,233.6,221.2,137.9,20.0,15.0,30.0,2022-12-09,4.0,DF,Argentina,False,106.0,14.0,120.0
PAREDES LEANDRO,6735.0,2622.6,2767.4,872.9,400.1,71.4,85.0,29.0,29.1,2022-12-09,5.0,MF,Argentina,False,89.0,31.0,120.0
PEZZELLA GE R MAN,5252.9,2339.1,2135.8,483.3,266.3,28.4,48.0,15.0,27.8,2022-12-09,6.0,DF,Argentina,False,112.0,8.0,120.0
DL MARIA ANGEL,1438.0,322.7,844.4,201.0,69.9,0.0,16.0,4.0,26.9,2022-12-09,0.0,0,0,0,0.0,0.0,0.0
MARTINEZ LAUTARO,5733.0,2002.5,2709.4,593.4,315.9,111.2,57.0,26.0,29.9,2022-12-09,22.0,FW,Argentina,False,0.0,0.0,120.0
NOPPERT ANDRIES,6698.4,5100.8,1261.3,206.3,69.7,60.3,27.0,5.0,29.2,2022-12-09,23.0,GK,Netherlands,True,0.0,120.0,120.0
TIMBER JURRIEN,11915.1,5115.1,4979.3,965.1,689.9,165.6,103.0,52.0,29.9,2022-12-09,0.0,0,0,0,0.0,0.0,0.0
VAN DIJK VIRGIL,11727.5,6046.7,3966.2,1258.4,331.9,124.3,120.0,32.0,31.5,2022-12-09,4.0,DF,Netherlands,True,0.0,120.0,120.0
AKE NATHAN,13272.3,5050.1,6113.2,1363.1,568.1,179.2,125.0,49.0,31.0,2022-12-09,5.0,DF,Netherlands,True,0.0,120.0,120.0
BERGWIJN STEVEN,5114.7,1771.2,2208.5,688.4,326.3,120.7,64.0,30.0,32.8,2022-12-09,7.0,FW,Netherlands,True,46.0,46.0,120.0
GAKPO CODY,13378.6,4617.0,5917.4,2006.8,610.1,227.4,167.0,53.0,30.1,2022-12-09,8.0,FW,Netherlands,True,113.0,113.0,120.0
DEPAY ME MPHIS,8871.9,3047.5,4027.8,1195.0,475.5,126.0,121.0,44.0,31.4,2022-12-09,10.0,FW,Netherlands,True,76.0,76.0,120.0
DE ROON MARTEN,5791.1,1643.5,3238.4,554.8,298.2,55.6,54.0,22.0,31.0,2022-12-09,15.0,MF,Netherlands,True,0.0,120.0,120.0
BLIND DALEY,7313.2,2363.6,3197.4,1097.0,537.5,117.7,99.0,36.0,28.2,2022-12-09,17.0,DF,Netherlands,True,64.0,64.0,120.0
DE JONG FRE NI<IE,15337.8,4800.7,7326.9,2250.1,759.2,200.9,185.0,62.0,32.6,2022-12-09,0.0,0,0,0,0.0,0.0,0.0
DUMFRIES DENZEL,13874.9,5491.7,5402.9,1802.3,822.8,356.6,162.0,72.0,33.5,2022-12-09,22.0,DF,Netherlands,True,128.0,128.0,120.0
DE JONG LUUK,6863.6,2656.2,2546.4,921.8,586.1,153.1,89.0,40.0,30.4,2022-12-09,16.0,MF,Netherlands,False,64.0,56.0,120.0
BERGHUIS STE VE N,9209.8,3435.3,3358.8,1580.4,615.2,219.2,128.0,49.0,30.8,2022-12-09,11.0,MF,Netherlands,False,46.0,74.0,120.0
LANG NOA,1286.8,340.0,543.8,230.2,143.1,29.9,23.0,11.0,30.7,2022-12-09,14.0,FW,Netherlands,False,113.0,7.0,120.0
WEGHORST WOUT,6659.4,1971.2,2917.5,1024.9,507.4,238.4,98.0,39.0,30.3,2022-12-09,25.0,FW,Netherlands,False,45.0,75.0,120.0
KOOPMEINERS TE UN,9189.5,2908.5,4229.0,1466.7,522.0,64.3,133.0,38.0,29.7,2022-12-09,20.0,MF,Netherlands,False,0.0,0.0,120.0
GALINDEZ HERNAN,4542.7,3803.6,697.3,23.6,18.2,0.0,5.0,2.0,21.5,2022-11-25,1.0,GK,Ecuador,True,0.0,90.0,90.0
TORRES FEIX,8804.3,3635.3,3941.7,904.2,219.2,103.0,91.0,22.0,32.4,2022-11-25,0.0,0,0,0,0.0,0.0,0.0
HINCAPIE PIERO,10262.5,3536.5,5005.0,1081.7,508.0,131.4,99.0,50.0,31.0,2022-11-25,0.0,0,0,0,0.0,0.0,0.0
ESTUPINAN PERVIS,10060.4,4036.2,3201.2,1376.3,853.1,592.6,129.0,77.0,32.0,2022-11-25,0.0,0,0,0,0.0,0.0,0.0
ESTRADA MICHAEL,7914.1,2812.7,3536.0,1019.3,417.9,128.2,86.0,33.0,31.6,2022-11-25,11.0,FW,Ecuador,True,74.0,74.0,90.0
VALENCIA ENNER,8968.2,3561.3,3801.6,808.0,657.4,139.0,83.0,49.0,34.5,2022-11-25,13.0,FW,Ecuador,True,90.0,90.0,90.0
PRECIADO ANGELO,10251.1,3842.1,4274.7,1211.7,643.8,278.8,129.0,60.0,31.6,2022-11-25,17.0,FW,Ecuador,True,90.0,90.0,90.0
PLATA GONZALO,11197.0,3405.0,4796.8,2049.1,651.7,294.5,157.0,51.0,32.9,2022-11-25,19.0,DF,Ecuador,True,57.0,57.0,90.0
MENDEZ JHEGSON,10371.7,3366.6,5138.1,1453.1,370.3,43.6,134.0,35.0,29.0,2022-11-25,0.0,0,0,0,0.0,0.0,0.0
CAICEDO MOISES,10679.7,3651.4,4835.8,1456.7,616.2,120.7,130.0,51.0,32.4,2022-11-25,23.0,MF,Ecuador,True,0.0,90.0,90.0
POROZO JACKSON,9792.1,4156.8,3887.5,1084.0,514.1,149.8,107.0,50.0,31.2,2022-11-25,25.0,DF,Ecuador,True,0.0,90.0,90.0
IBARRA ROMARIO,799.8,236.0,320.5,98.9,115.2,29.2,8.0,8.0,31.6,2022-11-25,10.0,FW,Ecuador,False,90.0,0.0,90.0
SARMIENTO JEREMY,2604.7,733.2,1221.9,451.9,166.7,31.3,35.0,15.0,28.0,2022-11-25,16.0,MF,Ecuador,False,0.0,0.0,90.0
RODRIGUEZ KEVIN,874.2,247.8,306.2,169.3,71.9,79.1,15.0,8.0,32.3,2022-11-25,26.0,FW,Ecuador,False,0.0,0.0,90.0
NOPPERT ANDRIES,4630.5,3521.5,986.3,101.9,20.8,0.0,14.0,3.0,23.0,2022-11-25,23.0,GK,Netherlands,True,0.0,90.0,90.0
TIMBER JURRIEN,9120.5,3771.3,3901.7,939.4,416.8,90.3,99.0,31.0,31.6,2022-11-25,0.0,0,0,0,0.0,0.0,0.0
VAN DIJK VIRGIL,8867.7,4056.1,3066.4,1192.7,434.5,117.9,96.0,32.0,31.4,2022-11-25,4.0,DF,Netherlands,True,0.0,90.0,90.0
AKE NATHAN,9586.3,3371.5,4465.3,1216.5,416.0,117.0,104.0,37.0,30.9,2022-11-25,5.0,DF,Netherlands,True,0.0,90.0,90.0
BERGWIJN STEVEN,5175.5,1802.6,2345.0,587.4,387.1,53.3,58.0,30.0,29.3,2022-11-25,7.0,FW,Netherlands,True,46.0,46.0,90.0
GAKPO CODY,8564.8,3121.0,3744.5,958.4,518.2,222.7,101.0,47.0,31.9,2022-11-25,8.0,FW,Netherlands,True,80.0,80.0,90.0
KLAASSEN DAVY,8694.5,2471.8,3943.8,1725.0,525.1,29.6,139.0,37.0,28.1,2022-11-25,0.0,0,0,0,0.0,0.0,0.0
BLIND DALEY,10111.8,3574.5,4408.7,1544.1,518.7,65.7,138.0,41.0,29.1,2022-11-25,17.0,DF,Netherlands,True,0.0,90.0,90.0
KOOPMEINERS TEUN,9524.8,3006.0,4340.5,1557.3,460.0,160.0,131.0,41.0,31.0,2022-11-25,20.0,MF,Netherlands,True,79.0,79.0,90.0
DE JONG FRENKIE,11324.0,3592.0,5552.2,1543.5,480.1,155.1,136.0,41.0,33.2,2022-11-25,21.0,MF,Netherlands,True,0.0,90.0,90.0
DUMFRIES DENZEL,10612.1,3869.2,3751.4,1603.5,791.7,596.4,159.0,69.0,31.5,2022-11-25,22.0,DF,Netherlands,True,0.0,90.0,90.0
DEPAY MEMPHIS,4921.0,2068.8,1959.5,587.1,206.2,99.4,52.0,22.0,31.9,2022-11-25,11.0,FW,Netherlands,False,46.0,44.0,90.0
BERGHUIS STEVEN,2876.3,955.5,1040.9,602.9,212.6,64.7,47.0,16.0,29.2,2022-11-25,12.0,MF,Netherlands,False,69.0,21.0,90.0
DE ROON MARTEN,1504.9,583.0,716.3,137.1,68.5,0.0,11.0,5.0,25.8,2022-11-25,15.0,MF,Netherlands,False,79.0,11.0,90.0
WEGHORST WOUT,1979.3,514.0,820.8,349.9,264.0,30.5,26.0,18.0,29.4,2022-11-25,19.0,FW,Netherlands,False,80.0,10.0,90.0
MESHAAL BARSHAM,4169.0,3168.0,902.6,75.5,23.3,0.0,12.0,2.0,25.5,2022-11-29,0.0,0,0,0,0.0,0.0,0.0
PEDRO MIGUEL,9580.2,4237.3,3964.3,799.9,341.1,237.6,76.0,29.0,33.5,2022-11-29,2.0,DF,Qatar,True,0.0,90.0,90.0
PEDRO MIGUEL,9580.2,4237.3,3964.3,799.9,341.1,237.6,76.0,29.0,33.5,2022-11-29,2.0,DF,Qatar,True,0.0,90.0,90.0
ABDELKARIM HASSAN,9818.6,3784.1,4430.1,905.3,508.6,189.5,88.0,43.0,31.0,2022-11-29,3.0,DF,Qatar,True,0.0,90.0,90.0
ABDELKARIM HASSAN,9818.6,3784.1,4430.1,905.3,508.6,189.5,88.0,43.0,31.0,2022-11-29,3.0,DF,Qatar,True,0.0,90.0,90.0
ABDULAZIZ HATEM,10443.6,2992.1,5005.6,1787.9,600.5,56.4,163.0,40.0,27.1,2022-11-29,6.0,MF,Qatar,True,85.0,85.0,90.0
ABDULAZIZ HATEM,10443.6,2992.1,5005.6,1787.9,600.5,56.4,163.0,40.0,27.1,2022-11-29,6.0,MF,Qatar,True,85.0,85.0,90.0
HASSAN ALHAYDOS,7964.5,2223.7,3793.5,1313.4,545.6,88.4,121.0,39.0,30.8,2022-11-29,10.0,MF,Qatar,True,64.0,64.0,90.0
HASSAN ALHAYDOS,7964.5,2223.7,3793.5,1313.4,545.6,88.4,121.0,39.0,30.8,2022-11-29,10.0,MF,Qatar,True,64.0,64.0,90.0
AKRAM AFIF,9913.2,4163.5,3664.9,1011.1,657.2,416.4,97.0,59.0,34.9,2022-11-29,11.0,FW,Qatar,True,0.0,90.0,90.0
AKRAM AFIF,9913.2,4163.5,3664.9,1011.1,657.2,416.4,97.0,59.0,34.9,2022-11-29,11.0,FW,Qatar,True,0.0,90.0,90.0
HOMAM AHMED,10687.0,3789.6,4364.6,1417.1,612.4,503.4,133.0,55.0,33.4,2022-11-29,14.0,DF,Qatar,True,0.0,90.0,90.0
HOMAM AHMED,10687.0,3789.6,4364.6,1417.1,612.4,503.4,133.0,55.0,33.4,2022-11-29,14.0,DF,Qatar,True,0.0,90.0,90.0
BOUALEM KHOUKHI,8772.7,3720.5,3812.6,846.6,257.9,134.2,79.0,25.0,29.9,2022-11-29,16.0,DF,Qatar,True,0.0,90.0,90.0
BOUALEM KHOUKHI,8772.7,3720.5,3812.6,846.6,257.9,134.2,79.0,25.0,29.9,2022-11-29,16.0,DF,Qatar,True,0.0,90.0,90.0
ISMAIL MOHAMAD,9294.0,3550.3,3595.9,1199.9,551.1,396.9,109.0,53.0,34.4,2022-11-29,17.0,DF,Qatar,True,85.0,85.0,90.0
ISMAIL MOHAMAD,9294.0,3550.3,3595.9,1199.9,551.1,396.9,109.0,53.0,34.4,2022-11-29,17.0,DF,Qatar,True,85.0,85.0,90.0
ALMOEZ ALI,7547.9,2781.4,3337.7,919.3,363.1,146.4,87.0,34.0,29.9,2022-11-29,19.0,FW,Qatar,True,64.0,64.0,90.0
ALMOEZ ALI,7547.9,2781.4,3337.7,919.3,363.1,146.4,87.0,34.0,29.9,2022-11-29,19.0,FW,Qatar,True,64.0,64.0,90.0
ASSIM MADIBO,7535.1,2091.7,4209.1,992.4,223.0,18.8,96.0,21.0,28.4,2022-11-29,23.0,MF,Qatar,True,0.0,90.0,90.0
ASSIM MADIBO,7535.1,2091.7,4209.1,992.4,223.0,18.8,96.0,21.0,28.4,2022-11-29,23.0,MF,Qatar,True,0.0,90.0,90.0
AHMED ALAAELDIN,1513.2,400.7,737.2,166.5,133.9,74.9,18.0,12.0,31.0,2022-11-29,8.0,MF,Qatar,False,85.0,5.0,90.0
AHMED ALAAELDIN,1513.2,400.7,737.2,166.5,133.9,74.9,18.0,12.0,31.0,2022-11-29,8.0,MF,Qatar,False,85.0,5.0,90.0
